% output_type: 'OUTPUT_TYPE_TABLE'
% source: 'sat-handover-hap'
% count: 235
% node_id role dev_id device_type ip_address
3 GW 95 ns3::SatNetDevice 40.95.0.1
3 GW 96 ns3::SatNetDevice 40.96.0.1
3 GW 97 ns3::SatNetDevice 40.97.0.1
3 GW 98 ns3::SatNetDevice 40.98.0.1
3 GW 99 ns3::SatNetDevice 40.99.0.1
3 GW 100 ns3::SatNetDevice 40.100.0.1
3 GW 101 ns3::SatNetDevice 40.101.0.1
3 GW 102 ns3::SatNetDevice 40.102.0.1
3 GW 103 ns3::SatNetDevice 40.103.0.1
3 GW 104 ns3::SatNetDevice 40.104.0.1
3 GW 105 ns3::SatNetDevice 40.105.0.1
3 GW 106 ns3::SatNetDevice 40.106.0.1
3 GW 107 ns3::SatNetDevice 40.107.0.1
3 GW 108 ns3::SatNetDevice 40.108.0.1
3 GW 109 ns3::SatSimpleNetDevice 90.1.0.1
4 GW 1 ns3::SatNetDevice 40.109.0.1
4 GW 2 ns3::SatNetDevice 40.110.0.1
4 GW 3 ns3::SatNetDevice 40.111.0.1
4 GW 4 ns3::SatNetDevice 40.112.0.1
4 GW 5 ns3::SatNetDevice 40.113.0.1
4 GW 6 ns3::SatNetDevice 40.114.0.1
4 GW 7 ns3::SatNetDevice 40.115.0.1
4 GW 8 ns3::SatNetDevice 40.116.0.1
4 GW 9 ns3::SatNetDevice 40.117.0.1
4 GW 10 ns3::SatNetDevice 40.118.0.1
4 GW 11 ns3::SatNetDevice 40.119.0.1
4 GW 12 ns3::SatNetDevice 40.120.0.1
4 GW 13 ns3::SatNetDevice 40.121.0.1
4 GW 14 ns3::SatNetDevice 40.122.0.1
4 GW 15 ns3::SatNetDevice 40.123.0.1
4 GW 16 ns3::SatNetDevice 40.124.0.1
4 GW 17 ns3::SatNetDevice 40.125.0.1
4 GW 18 ns3::SatNetDevice 40.126.0.1
4 GW 19 ns3::SatNetDevice 40.127.0.1
4 GW 20 ns3::SatNetDevice 40.128.0.1
4 GW 21 ns3::SatNetDevice 40.129.0.1
4 GW 22 ns3::SatNetDevice 40.130.0.1
4 GW 23 ns3::SatNetDevice 40.131.0.1
4 GW 24 ns3::SatNetDevice 40.132.0.1
4 GW 25 ns3::SatNetDevice 40.133.0.1
4 GW 26 ns3::SatNetDevice 40.134.0.1
4 GW 27 ns3::SatNetDevice 40.135.0.1
4 GW 28 ns3::SatNetDevice 40.136.0.1
4 GW 29 ns3::SatNetDevice 40.137.0.1
4 GW 30 ns3::SatNetDevice 40.138.0.1
4 GW 31 ns3::SatNetDevice 40.139.0.1
4 GW 32 ns3::SatNetDevice 40.140.0.1
4 GW 33 ns3::SatNetDevice 40.141.0.1
4 GW 34 ns3::SatNetDevice 40.142.0.1
4 GW 35 ns3::SatNetDevice 40.143.0.1
4 GW 36 ns3::SatNetDevice 40.144.0.1
4 GW 37 ns3::SatNetDevice 40.145.0.1
4 GW 38 ns3::SatNetDevice 40.146.0.1
4 GW 39 ns3::SatNetDevice 40.147.0.1
4 GW 40 ns3::SatNetDevice 40.148.0.1
4 GW 41 ns3::SatNetDevice 40.149.0.1
4 GW 42 ns3::SatNetDevice 40.150.0.1
4 GW 43 ns3::SatNetDevice 40.151.0.1
4 GW 44 ns3::SatNetDevice 40.152.0.1
4 GW 45 ns3::SatNetDevice 40.153.0.1
4 GW 46 ns3::SatNetDevice 40.154.0.1
4 GW 47 ns3::SatNetDevice 40.155.0.1
4 GW 48 ns3::SatNetDevice 40.156.0.1
4 GW 49 ns3::SatNetDevice 40.157.0.1
4 GW 50 ns3::SatNetDevice 40.158.0.1
4 GW 51 ns3::SatNetDevice 40.159.0.1
4 GW 52 ns3::SatNetDevice 40.160.0.1
4 GW 53 ns3::SatNetDevice 40.161.0.1
4 GW 54 ns3::SatNetDevice 40.162.0.1
4 GW 55 ns3::SatNetDevice 40.163.0.1
4 GW 56 ns3::SatNetDevice 40.164.0.1
4 GW 57 ns3::SatNetDevice 40.165.0.1
4 GW 58 ns3::SatNetDevice 40.166.0.1
4 GW 59 ns3::SatNetDevice 40.167.0.1
4 GW 60 ns3::SatNetDevice 40.168.0.1
4 GW 61 ns3::SatNetDevice 40.169.0.1
4 GW 62 ns3::SatNetDevice 40.170.0.1
4 GW 63 ns3::SatNetDevice 40.171.0.1
4 GW 64 ns3::SatNetDevice 40.172.0.1
4 GW 65 ns3::SatNetDevice 40.173.0.1
4 GW 66 ns3::SatNetDevice 40.174.0.1
4 GW 67 ns3::SatNetDevice 40.175.0.1
4 GW 68 ns3::SatNetDevice 40.176.0.1
4 GW 69 ns3::SatNetDevice 40.177.0.1
4 GW 70 ns3::SatNetDevice 40.178.0.1
4 GW 71 ns3::SatNetDevice 40.179.0.1
4 GW 72 ns3::SatNetDevice 40.180.0.1
4 GW 73 ns3::SatNetDevice 40.181.0.1
4 GW 74 ns3::SatNetDevice 40.182.0.1
4 GW 75 ns3::SatNetDevice 40.183.0.1
4 GW 76 ns3::SatNetDevice 40.184.0.1
4 GW 77 ns3::SatNetDevice 40.185.0.1
4 GW 78 ns3::SatNetDevice 40.186.0.1
4 GW 79 ns3::SatNetDevice 40.187.0.1
4 GW 80 ns3::SatNetDevice 40.188.0.1
4 GW 81 ns3::SatNetDevice 40.189.0.1
4 GW 82 ns3::SatNetDevice 40.190.0.1
4 GW 83 ns3::SatNetDevice 40.191.0.1
4 GW 84 ns3::SatNetDevice 40.192.0.1
4 GW 85 ns3::SatNetDevice 40.193.0.1
4 GW 86 ns3::SatNetDevice 40.194.0.1
4 GW 87 ns3::SatNetDevice 40.195.0.1
4 GW 88 ns3::SatNetDevice 40.196.0.1
4 GW 89 ns3::SatNetDevice 40.197.0.1
4 GW 90 ns3::SatNetDevice 40.198.0.1
4 GW 91 ns3::SatNetDevice 40.199.0.1
4 GW 92 ns3::SatNetDevice 40.200.0.1
4 GW 93 ns3::SatNetDevice 40.201.0.1
4 GW 94 ns3::SatNetDevice 40.202.0.1
4 GW 95 ns3::SatNetDevice 40.203.0.1
4 GW 96 ns3::SatNetDevice 40.204.0.1
4 GW 97 ns3::SatNetDevice 40.205.0.1
4 GW 98 ns3::SatNetDevice 40.206.0.1
4 GW 99 ns3::SatNetDevice 40.207.0.1
4 GW 100 ns3::SatNetDevice 40.208.0.1
4 GW 101 ns3::SatNetDevice 40.209.0.1
4 GW 102 ns3::SatNetDevice 40.210.0.1
4 GW 103 ns3::SatNetDevice 40.211.0.1
4 GW 104 ns3::SatNetDevice 40.212.0.1
4 GW 105 ns3::SatNetDevice 40.213.0.1
4 GW 106 ns3::SatNetDevice 40.214.0.1
4 GW 107 ns3::SatNetDevice 40.215.0.1
4 GW 108 ns3::SatNetDevice 40.216.0.1
4 GW 109 ns3::SatSimpleNetDevice 90.2.0.1
0 SAT 0 ns3::SatOrbiterNetDeviceDvb N/A
0 SAT 1 ns3::PointToPointIslNetDevice N/A
1 SAT 0 ns3::SatOrbiterNetDeviceDvb N/A
1 SAT 1 ns3::PointToPointIslNetDevice N/A
1 SAT 2 ns3::PointToPointIslNetDevice N/A
2 SAT 0 ns3::SatOrbiterNetDeviceDvb N/A
2 SAT 1 ns3::PointToPointIslNetDevice N/A
5 UT 1 ns3::CsmaNetDevice 10.1.0.1
5 UT 2 ns3::SatNetDevice 40.101.0.2
6 UT 1 ns3::CsmaNetDevice 10.2.0.1
6 UT 2 ns3::SatNetDevice 40.101.0.3
7 UT 1 ns3::CsmaNetDevice 10.3.0.1
7 UT 2 ns3::SatNetDevice 40.101.0.4
8 UT 1 ns3::CsmaNetDevice 10.4.0.1
8 UT 2 ns3::SatNetDevice 40.101.0.5
9 UT 1 ns3::CsmaNetDevice 10.5.0.1
9 UT 2 ns3::SatNetDevice 40.101.0.6
